owner_name,first_name,patronymic,last_name,declaration_year,office,position,url
Мартинюк Микола Іванович,Микола,Іванович,Мартинюк,2018,"Філія Подільське ТРЕД КП ""Київпастранс""","Заступник директора з експлуатації, безпеки руху та надзвичайних ситуацій",https://declarations.com.ua/declaration/nacp_9aa58da0-87e8-42e2-87f1-bc18eb8d30cd
Мартинюк Микола Іванович,Микола,Іванович,Мартинюк,2018,"Філія Подільське ТРЕД КП ""Київпастранс""","Заступник директора з експлуатації, безпеки руху та надзвичайних ситуацій",https://declarations.com.ua/declaration/nacp_c4f259cc-b941-4fb5-8679-c2d20402d764
Мартинюк Микола Іванович,Любов,Павлівна,Мартинюк,2018,Хмельницький міськрайонний суд ,Старший секретар,https://declarations.com.ua/declaration/nacp_387766a8-a153-464b-8517-6938f9368f37
Мартинюк Микола Іванович,Микола,Іванович,Мартинюк,2019,Філія Подільське ТРЕД КП Київпастранс,В.о. директора,https://declarations.com.ua/declaration/nacp_93fe9c1f-39a7-4c8e-9d3c-2f1453bef406
Мартинюк Микола Іванович,Любов,Павлівна,Мартинюк,2019,Хмельницький міськрайонний суд ,Старший секретар,https://declarations.com.ua/declaration/nacp_d72c84e9-08c4-4259-b553-c200fd50d3ae
Мартинюк Микола Іванович,Ярослав,Миколайович,Мартинюк,2018,Секретаріат Кабінету Міністрів України,головний спеціаліст відділу з питань розвитку ринків фінансових послуг та фінансового моніторингу Департаменту з питань фінансового та економічного розвитку,https://declarations.com.ua/declaration/nacp_08bdc7a9-7e75-4e85-be65-1739e1f95757
Мартинюк Микола Іванович,Євгеній,Володимирович,Середа,2019,"Управління земельних ресурсів та земельної реформи департаменту архітектури, містобудування та земельних ресурсів ",головний спеціаліст відділу оренди та продажу землі,https://declarations.com.ua/declaration/nacp_feeda98f-218d-49f7-801e-c267ad3750c4
Мартинюк Микола Іванович,Євгеній,Володимирович,Середа,2019,"Управління земельних ресурсів та земельної реформи департаменту архітектури, містобудування та земельних ресурсів ",головний спеціаліст відділу оренди та продажу землі,https://declarations.com.ua/declaration/nacp_6d59f9f7-2385-4d5c-9e52-bf11416835f4
Мартинюк Микола Іванович,Оксана,Миколаївна,Середа,2019,Управління адміністративних послуг Хмельницької міської ради,Заступник начальника відділу дозвільних процедур - адміністратор,https://declarations.com.ua/declaration/nacp_4ab1cfa8-cb09-4fe4-88a4-e7be0ba6f9a1
Мартинюк Микола Іванович,Леся,Миколаївна,Мартинюк,2018,Управління патрульної поліції у Вінницькій області Департаменту патрульної поліції,Старший інспектор сектору забезпечення діяльності,https://declarations.com.ua/declaration/nacp_bd673ff6-f5a3-485d-8fb6-e2ecd529f65b
Мартинюк Микола Іванович,Леся,Миколаївна,Мартинюк,2019,ГУНП у Вінницькій області ,поліцейський ,https://declarations.com.ua/declaration/nacp_1a49ec75-faf2-4601-9402-bbac40d52adc
Мартинюк Микола Іванович,Леся,Миколаївна,Мартинюк,2018,Управління патрульної поліції у Вінницькій області Департаменту патрульної поліції,Старший інспектор сектору забезпечення діяльності,https://declarations.com.ua/declaration/nacp_8a59f36b-41e4-4718-8bca-85eb7350b427
Мартинюк Микола Іванович,Сергій,Миколайович,Усенко,2019,ТОВ Газета Звягель,"заступник директора по комерційній частині, депутат Новоград-Волинської міської ради сьомого скликання",https://declarations.com.ua/declaration/nacp_54501bff-4f04-4ac7-a0d7-ef964f14df41
Мартинюк Микола Іванович,Олександр,Ігорович,Азаров,2019,ПЗВО Київський міжнародний університет,Заступник директора медичного інституту з лікувальної роботи,https://declarations.com.ua/declaration/nacp_07cee436-c49c-4a28-b5f0-3809045543fe
Мартинюк Микола Іванович,Сергій,Миколайович,Усенко,2018,"ТОВ ""Газета ""Звягель""","заступник директора по комерційній частині, депутат Новоград-Волинської міської ради сьомого скликання",https://declarations.com.ua/declaration/nacp_db6a43fc-1a0f-48be-9888-85e06cd98027
Мартинюк Микола Іванович,Ярослав,Миколайович,Мартинюк,2019,Секретаріат Кабінету Міністрів України,головний спеціаліст відділу з питань розвитку ринків фінансових послуг та фінансового моніторингу Департаменту з питань фінансового та економічного розвитку,https://declarations.com.ua/declaration/nacp_ca2a9663-b52d-48dd-8637-3f049348bedb
Мартинюк Микола Іванович,Інна,Іванівна,Лось,2019,Секретаріат Кабінету Міністрів України,Заступник завідуючого відділом,https://declarations.com.ua/declaration/nacp_7a9942cb-e2d2-4135-b992-d92df72637ec
Грушовець Петро Сергійович,Тетяна,Сергіївна,Грушовець,2018,Озерянська сільська рада,головний бухгалтер,https://declarations.com.ua/declaration/nacp_455017d4-8699-4830-9047-5cb5c563ad35
Грушовець Петро Сергійович,Тетяна,Сергіївна,Грушовець,2019,Озерянська сільська рада,головний бухгалтер,https://declarations.com.ua/declaration/nacp_73dd82dd-d0cc-44af-9966-f0cd9db6273b
Козак Андрій Петрович,Оксана,Михайлівна,Козак,2019,Управління охорони здоров'я Волинської обласної державної адміністрації,Провідний спеціаліст відділу організації надання медичної допомоги та режимно-секретної роботи,https://declarations.com.ua/declaration/nacp_36e960fb-6689-4037-935e-a6142a3b9922
Козак Андрій Петрович,Оксана,Михайлівна,Козак,2018,Управління охорони здоров'я Волинської обласної державної адміністрації,Провідний спеціаліст відділу організації надання медичної допомоги та режимно-секретної роботи,https://declarations.com.ua/declaration/nacp_9f218fee-6b8a-4c61-86b6-61f30416a74d
Козак Андрій Петрович,Андрій,Петрович,Козак,2019,ДП Турійське лісове господарство,Майстер лісу (Депутат Озерянської сільської ради),https://declarations.com.ua/declaration/nacp_1968a5ac-5a9f-495f-bfca-68d6b6b9790f
Козак Андрій Петрович,Андрій,Петрович,Козак,2020,Озерянська сільська рада,Депутат ,https://declarations.com.ua/declaration/nacp_11231ad4-2346-4084-a719-f6dc91e74c93
Козак Андрій Петрович,Оксана,Михайлівна,Козак,2019,Обласна державна адміністрація,Провідний спеціаліст відділу роботи із зверненнями громадян,https://declarations.com.ua/declaration/nacp_16a25822-883b-4188-8917-97247d1c99b6
Козак Андрій Петрович,Оксана,Михайлівна,Козак,2019,Обласна державна адміністрація,Провідний спеціаліст відділу роботи із зверненнями громадян,https://declarations.com.ua/declaration/nacp_458ae557-1e5c-4009-86ac-b9adde566594
Козак Андрій Петрович,Олег,Петрович,Козак,2019,Яворівський районний суд Львівської області,секретаря судового засідання,https://declarations.com.ua/declaration/nacp_f9d7b4c9-bfa1-4fa1-87ab-ff4e8326c65a
Козак Андрій Петрович,Олег,Петрович,Козак,2018,Яворівський районний суд Львівської області,секретаря судового засідання,https://declarations.com.ua/declaration/nacp_c216e474-e0e9-4b6b-837c-2d22b9ccec23
Никончук Василь Васильович,Олександр,Васильович,Никончук,2018,Військова частина А0880 ,Начальник відділу військової частини А0880,https://declarations.com.ua/declaration/nacp_745b9022-3527-4735-800c-0a76470cb4e5
Никончук Василь Васильович,Василь,Олександрович,Никончук,2018,Житомирська місцева прокуратура,прокурор Житомирської місцевої прокуратури,https://declarations.com.ua/declaration/nacp_844182a4-8517-4129-9a49-1ec6e24e27a5
Никончук Василь Васильович,Крістіна,Вікторівна,Никончук,2018,Управління освіти і науки Житомирської обласної державної адміністрації,Головний спеціалст з питань персоналу ,https://declarations.com.ua/declaration/nacp_5d5116ab-5cee-4956-839a-d26d19eef0d1
Никончук Василь Васильович,Василь,Олександрович,Никончук,2019,Житомирська місцева прокуратура,прокурор Житомирської місцевої прокуратури,https://declarations.com.ua/declaration/nacp_ebab109f-e855-41d6-9bce-05a1110f1f48
Никончук Василь Васильович,Крістіна,Вікторівна,Никончук,2019,Управління освіти і науки Житомирської обласної державної адміністрації,Головний спеціалст з питань персоналу ,https://declarations.com.ua/declaration/nacp_191e627c-400e-4421-bf49-bdb7344532a1
Никончук Василь Васильович,Олександр,Олександрович,Денисенко,2018,Старокозацька сільська рада Білгород-Дністровського району Одеської області,депутат Старокозацької сільської ради,https://declarations.com.ua/declaration/nacp_295ba5c4-fd98-48dd-9a0e-ff1259a9740d
Никончук Василь Васильович,Олександр,Олександрович,Денисенко,2018,Старокозацька сільська рада Білгород-Дністровського району Одеської області,депутат Старокозацької сільської ради,https://declarations.com.ua/declaration/nacp_836cd507-c555-4bdc-98cc-deb853f7e9d2
Никончук Василь Васильович,Олександр,Васильович,Никончук,2018,Військова частина А0880 ,Начальник відділу військової частини А0880,https://declarations.com.ua/declaration/nacp_745b9022-3527-4735-800c-0a76470cb4e5
Никончук Василь Васильович,Василь,Олександрович,Никончук,2018,Житомирська місцева прокуратура,прокурор Житомирської місцевої прокуратури,https://declarations.com.ua/declaration/nacp_844182a4-8517-4129-9a49-1ec6e24e27a5
Никончук Василь Васильович,Крістіна,Вікторівна,Никончук,2018,Управління освіти і науки Житомирської обласної державної адміністрації,Головний спеціалст з питань персоналу ,https://declarations.com.ua/declaration/nacp_5d5116ab-5cee-4956-839a-d26d19eef0d1
Никончук Василь Васильович,Василь,Олександрович,Никончук,2019,Житомирська місцева прокуратура,прокурор Житомирської місцевої прокуратури,https://declarations.com.ua/declaration/nacp_ebab109f-e855-41d6-9bce-05a1110f1f48
Никончук Василь Васильович,Крістіна,Вікторівна,Никончук,2019,Управління освіти і науки Житомирської обласної державної адміністрації,Головний спеціалст з питань персоналу ,https://declarations.com.ua/declaration/nacp_191e627c-400e-4421-bf49-bdb7344532a1
Никончук Василь Васильович,Олександр,Олександрович,Денисенко,2018,Старокозацька сільська рада Білгород-Дністровського району Одеської області,депутат Старокозацької сільської ради,https://declarations.com.ua/declaration/nacp_295ba5c4-fd98-48dd-9a0e-ff1259a9740d
Никончук Василь Васильович,Олександр,Олександрович,Денисенко,2018,Старокозацька сільська рада Білгород-Дністровського району Одеської області,депутат Старокозацької сільської ради,https://declarations.com.ua/declaration/nacp_836cd507-c555-4bdc-98cc-deb853f7e9d2
Степанюк Віталій Андрійович,Світлана,Михайлівна,Степанюк,2018,Здолбунівський районний суд Рівненської області,старший секретар суду,https://declarations.com.ua/declaration/nacp_0b2d0ff7-1451-4604-95b8-dba6a8a0be64
Степанюк Віталій Андрійович,Світлана,Михайлівна,Степанюк,2019,Здолбунівський районний суд Рівненської області,старший секретар суду,https://declarations.com.ua/declaration/nacp_7a85f237-35a2-4903-80d1-19dbeda2c19d
Бойчук Валерій Валерійович,Валерій,Олександрович,Бойчук,2019,Головне управління Пенсіійного Фонду України,Начальник відділу контрольноперевірочної роботи №5,https://declarations.com.ua/declaration/nacp_9344df34-b395-40a6-86f3-8ae546d369ba
Бойчук Валерій Валерійович,Валерій,Олександрович,Бойчук,2020,Головне управління Пенсіійного Фонду України,Начальник відділу контрольноперевірочної роботи №5,https://declarations.com.ua/declaration/nacp_234806a9-4ac6-4c5e-829b-add2c511d1bd
Бойчук Валерій Валерійович,Валерій,Олександрович,Бойчук,2020,Головне управління Пенсіійного Фонду України,Начальник відділу контрольноперевірочної роботи №5,https://declarations.com.ua/declaration/nacp_d7733f20-ebeb-45d9-8b8f-65097a513399
Бойчук Валерій Валерійович,Крістіна,Валеріївна,Бойчук,2019,Головне оперативне управління Державної фіскальної служби України,Старший оперуповноважений з особливо важливих справ ,https://declarations.com.ua/declaration/nacp_93b7c992-33d6-42ff-a3f2-f9773db0a0d9
Бойчук Валерій Валерійович,Крістіна,Валеріївна,Бойчук,2018,Головне оперативне управління Державної фіскальної служби України,Старший оперуповноважений з особливо важливих справ ,https://declarations.com.ua/declaration/nacp_5ae979e6-a560-42d6-9f2b-09ebe9bca9cd
Гаврилюк Віктор Леонідович,Віктор,Леонідович,Гаврилюк,2018,Рожищенське відділення поліції Ківерцівського ВП ГУНП у Волинській області,інспектор сектору реагування патрульної поліції № 1,https://declarations.com.ua/declaration/nacp_7047ca3d-3d6c-4f9f-ad23-b09a60b8b8cb
Гаврилюк Віктор Леонідович,Віктор,Леонідович,Гаврилюк,2019,Рожищенське відділення поліції Ківерцівського ВП ГУНП у Волинській області,інспектор сектору реагування патрульної поліції № 1,https://declarations.com.ua/declaration/nacp_0ced2e92-6207-455a-bea2-c7812f256b09
Гаврилюк Віктор Леонідович,Віктор,Леонідович,Гаврилюк,2019,Рожищенське відділення поліції Ківерцівського ВП ГУНП у Волинській області,інспектор сектору реагування патрульної поліції № 1,https://declarations.com.ua/declaration/nacp_c8b2178d-f4fe-4a34-8181-a9b759032b5d
Гаврилюк Віктор Леонідович,Дмитро,Анатолійович,Рябой,2018,Одеська митниця ДФС,"державний інспектор відділу митного оформлення №4 митного поста ""Подільськ""",https://declarations.com.ua/declaration/nacp_ebac6f79-7a47-4e75-9b20-13131c127638
Сидорук Володимир Петрович,Володимир,Петрович,Сидорук,2018,"Державне підприємство ""Надвірнянське лісове господарство""",Єгер,https://declarations.com.ua/declaration/nacp_7f7aab44-f960-4c5a-b3ab-dc61731a188a
Сидорук Володимир Петрович,Володимир,Петрович,Сидорук,2019,Державне підприємство Надвірнянське лісове господарство,Єгер,https://declarations.com.ua/declaration/nacp_bf5ede90-0758-4b62-9103-c89185b0b60a
Сидорук Володимир Петрович,Ігор,Іванович,Яковініч,2018,Турійська районна рада,головний спеціаліст сектору організаційно-інформаційної роботи,https://declarations.com.ua/declaration/nacp_f3fa2f04-a925-45ba-bdb2-f080c25b9ebe
Сидорук Володимир Петрович,Жанна,Миколаївна,Яковініч,2018,Управління Державної казначейської служби України у Турійському районі Волинської області,начальник управління,https://declarations.com.ua/declaration/nacp_d2323d1c-9274-425b-9499-af4d268de326
Сидорук Володимир Петрович,Ігор,Іванович,Яковініч,2019,Турійська районна рада,головний спеціаліст сектору організаційно-інформаційної роботи,https://declarations.com.ua/declaration/nacp_00ea3552-d557-43d1-852d-de58302960a1
Сидорук Володимир Петрович,Ігор,Іванович,Яковініч,2018,Турійська районна рада,головний спеціаліст сектору організаційно-інформаційної роботи,https://declarations.com.ua/declaration/nacp_e7f4198a-2a8f-49ee-bc70-1449e958a20e
Сидорук Володимир Петрович,Жанна,Миколаївна,Яковініч,2019,Управління Державної казначейської служби України у Турійському районі Волинської області,начальник управління,https://declarations.com.ua/declaration/nacp_49f24b97-8325-4a92-a62a-c2bcae71ffac
Шуманський Василь Сергійович,Василь,Сергійович,Шуманський,2018,Турійське відділення поліції Володимир Волинського відділу поліції Головного управління національної поліції у Волинській області,Інспектор з режиму секретності,https://declarations.com.ua/declaration/nacp_9acf510f-3298-4017-bc89-0db024e5652e
Шуманський Василь Сергійович,Василь,Сергійович,Шуманський,2019,Турійське відділення поліції Володимир Волинського відділу поліції Головного управління національної поліції у Волинській області,Інспектор з режиму секретності,https://declarations.com.ua/declaration/nacp_aa7d90de-b857-48e0-9f13-5ed1fc35815a
Муравський Вадим Валентинович,Вадим,Валентинович,Муравський,2019,Турійське відділення поліції Володимир-Волинського відділу поліції ГУНП у Волинській області,Начальник сектору реагування патрульної поліції № 4,https://declarations.com.ua/declaration/nacp_e3130f5a-3c54-4e57-bb80-0d8ebb1ed344
Муравський Вадим Валентинович,Вадим,Валентинович,Муравський,2018,Турійське відділення поліції Володимир-Волинського відділу поліції ГУНП у Волинській області,начальник сектору реагування патрульної поліції № 4,https://declarations.com.ua/declaration/nacp_08af1667-270a-40f3-acc9-9ff484ee1ff4
Кот Роман Васильович,Роман,Васильович,Кот,2018,Турійське ВП Володимир-Волинського ВП ГУНП у Волинській області,поліцейський секутору реагування патрульної поліції,https://declarations.com.ua/declaration/nacp_956c10ea-7b57-4396-b119-a325d9b2273a
Кот Роман Васильович,Роман,Васильович,Кот,2019,Турійське ВП Володимир-Волинського ВП ГУНП у Волинській області,поліцейський секутору реагування патрульної поліції,https://declarations.com.ua/declaration/nacp_c698365b-b22e-409c-9e46-f77935835701
Кот Роман Васильович,Роман,Васильович,Кот,2019,Турійське ВП Володимир-Волинського ВП ГУНП у Волинській області,поліцейський секутору реагування патрульної поліції,https://declarations.com.ua/declaration/nacp_9238d87d-3ffa-4cb1-a457-bfce4375ffa6
Гурський Леонід Володимирович,Іван,Іванович,Кобзар,2019,Красноріченська селищна рада об'єднаної територіальної громади,Депутат Красноріченської селищної ради,https://declarations.com.ua/declaration/nacp_a4867451-a5b2-4ec0-958f-d4d5d685c3ab
Гурський Леонід Володимирович,Іван,Іванович,Кобзар,2019,Красноріченська селищна рада об'єднаної територіальної громади,Депутат Красноріченської селищної ради,https://declarations.com.ua/declaration/nacp_802972b9-767d-47f4-878e-9ad50bc1b012
Гурський Леонід Володимирович,Іван,Іванович,Кобзар,2018,Красноріченська селищна рада об'єднаної територіальної громади,Депутат Красноріченської селищної ради,https://declarations.com.ua/declaration/nacp_05e9ae9c-fc0e-4868-9643-842eafd85c04
Квашук Віктор Віталійович,Віктор,Віталійович,Квашук,2019,Турійський ВП Володимир Волинського ВП ГУНП у Волинській області,Поліцейський групи реагування патрульної поліції № 2,https://declarations.com.ua/declaration/nacp_69e4a42f-bf34-4402-8e06-c2ad1076d54f
Квашук Віктор Віталійович,Віктор,Віталійович,Квашук,2018,Турійський ВП Володимир Волинського ВП Головного Управління Національної поліції у волинській області,поліцейський Групи реагування патрульної поліції Турійського ВП,https://declarations.com.ua/declaration/nacp_4a382daa-1e9a-4dec-8f57-36eaf6b82528
Киричук Віталій Петрович,Світлана,Миколаївна,Киричук,2018,Безробітна,підприємець,https://declarations.com.ua/declaration/nacp_1a1bd814-7ed7-4328-a981-d6f44ea76662
Киричук Віталій Петрович,Світлана,Миколаївна,Киричук,2019,Турійська селищна рада,спеціаліст,https://declarations.com.ua/declaration/nacp_f9d49a88-5693-4894-9f21-bd8a0f2ef0f0
Киричук Віталій Петрович,Світлана,Миколаївна,Киричук,2018,Ковельське об'єднане управління Пенсійного фонду України ,Головний спеціаліст відділу обслуговування громадян,https://declarations.com.ua/declaration/nacp_ea8a1c35-0f01-49b2-827b-3487bf55a06b
Бобер Микола Миколайович,Микола,Миколайович,Бобер,2018,Маріупольське міське управління Головного управління у Донецькій області,Провідний фахівець відділу цивільного захисту,https://declarations.com.ua/declaration/nacp_d4a1f5a7-b27a-4fe0-ad74-52bde2c4e031
Бобер Микола Миколайович,Микола,Миколайович,Бобер,2018,Маріупольське міське управління Головного управління у Донецькій області,Провідний фахівець відділу цивільного захисту,https://declarations.com.ua/declaration/nacp_cadc2da4-d24f-4c5f-b4de-31c31eca6b95
Бобер Микола Миколайович,Микола,Миколайович,Бобер,2019,Головне управління ДСНС України у Донецькій області ,Провідний фахівець відділу технічного забезпечення та експлуатації споруд управління ресурсного забезпечення,https://declarations.com.ua/declaration/nacp_f1917d6f-6690-45d6-af8d-0de7cdfa10f9
Мірчук Сергій Леонідович,Наталія,Валеріївна,Кукурік,2019,Регіональний центр з надання безоплатної вторинної правової допомоги у Волинській області,начальник відділу організації надання безоплатної вторинної правової допомоги,https://declarations.com.ua/declaration/nacp_223d4d70-0dce-41f3-9a89-2038b79721da
Мартин Олег Андрійович,Юрій,Олександрович,Іонанов,2019,"Державне підприємство Науково-дослідний, виробничий агрокомбінат Пуща-Водиця",Директор,https://declarations.com.ua/declaration/nacp_234091c5-0c7c-4e60-8788-51fe5f881936
Власюк Павло Петрович,Ольга,Петрівна,Власюк,2018,Управління соціального захисту населення виконавчого комітету Славутської міської ради,Головний спеціаліст відділу грошових виплат і компенсацій,https://declarations.com.ua/declaration/nacp_5fb89924-9827-4106-8d6a-08aec036a666
Власюк Павло Петрович,Андрій,Васильович,Матюх,2018,ПП Матюх Андрій Васильович,приватний підприємець,https://declarations.com.ua/declaration/nacp_9dfb943f-8e57-424f-a971-7e8135829213
Власюк Павло Петрович,Віктор,Ничипорович,М'ялик,2019,Верховна Рада,Депутат,https://declarations.com.ua/declaration/nacp_e9d07eea-3483-4578-aa6a-f297e23f04ed
Власюк Павло Петрович,Віктор,Ничипорович,М'ялик,2019,Верховна Рада,Депутат,https://declarations.com.ua/declaration/nacp_271eb607-ad9a-439f-a7ad-9966cec528e3
Сливка Сергій Іванович,Наталія,Андріївна,Сливка,2018,ОРІХІВСЬКЕ УПРАВЛІННЯ ГУ ДФС У ЗАПОРІЗЬКІЙ ОБЛАСТІ,ГОЛОВНИЙ ДЕРЖАВНИЙ РЕВІЗОР - ІНСПЕКТОР ВІДДІЛУ ПОДАТКІВ І ЗБОРІВ З ЮРИДИЧНИХ ОСІБ,https://declarations.com.ua/declaration/nacp_d800252f-8140-485f-bd1b-001acd3a070a
Сливка Сергій Іванович,Наталія,Андріївна,Сливка,2019,ОРІХІВСЬКЕ УПРАВЛІННЯ ГУ ДПС У ЗАПОРІЗЬКІЙ ОБЛАСТІ,НАЧАЛЬНИК ГУЛЯЙПІЛЬСЬКОЇ ДЕРЖАВНОЇ ПОДАТКОВОЇ ІНСПЕКЦІЇ,https://declarations.com.ua/declaration/nacp_df97b55f-d5b9-4600-b334-713238d5be7e
Захарченко Олег Володимирович,Світлана,Володимирівна,Захарченко,2018,Головне управління ДФС у Хмельницькій області,Головний державний ревізор - інспектор,https://declarations.com.ua/declaration/nacp_1b206517-f89e-4d33-931b-ff41ce07d0d0
Захарченко Олег Володимирович,Світлана,Володимирівна,Захарченко,2019,Головне управління ДПС у Хмельницькій області,Головний державний ревізор - інспектор,https://declarations.com.ua/declaration/nacp_39e4f101-0975-4b5e-974b-1a4e877e5f89
Захарченко Олег Володимирович,Ірина,Володимирівна,Захарченко,2019,Смілянський міськрайонний суд Черкаської області,помічник судді,https://declarations.com.ua/declaration/nacp_ad198e9d-b7dd-4f0d-b4c8-e597dd3a3a26
Єрьоменко Віталій Олексійович,Віталій,Олексійович,Єрьоменко,2020,Херсонський прикордонний загін,начальник відділу,https://declarations.com.ua/declaration/nacp_8e674b5f-1c6f-4814-a377-f701dcd4ed5a
Бодасюк Сергій Анатолійович,Сергій,Анатолійович,Бодасюк,2019,в/ч 9960,слухач,https://declarations.com.ua/declaration/nacp_4aded000-41f0-4892-aeaf-0145dfed7814
Мельник Юрій Володимирович,Юрій,Володимирович,Мельник,2018,"Львівська регіональна філія державного підприємства ""Національні інформаційні системи""",Заступник директора ,https://declarations.com.ua/declaration/nacp_da86fcfe-2db7-4ed2-b5f7-c4921901d509
Мельник Юрій Володимирович,Ольга,Михайлівна,Мельник,2018,Прокуратура Львівської області,прокурор відділу,https://declarations.com.ua/declaration/nacp_afde86d7-67e7-416f-a6e0-a968c71cb4c3
Мельник Юрій Володимирович,Юрій,Володимирович,Мельник,2018,Департамент цивільного захисту Вінницької обласної державної адміністрації,Заступник начальника відділу,https://declarations.com.ua/declaration/nacp_71c0ef31-6f0c-4705-b38a-414e7bcc7fa9
Мельник Юрій Володимирович,Юрій,Володимирович,Мельник,2018,ГУ ДФС в Івано-Франківській області,головний державний інспектор,https://declarations.com.ua/declaration/nacp_fd87cec0-bdc9-4fc1-a4d3-98f08bd62fa1
Мельник Юрій Володимирович,Юрій,Володимирович,Мельник,2018,Головне управління Державної Фіскальної служби у Сумській Області ,Заступник начальника Головного управління ДФС у Сумській Області ,https://declarations.com.ua/declaration/nacp_5d4219ee-d008-4fbe-a6e1-da2947650d48
Мельник Юрій Володимирович,Юрій,Володимирович,Мельник,2018,Генеральна прокуратура України,прокурор,https://declarations.com.ua/declaration/nacp_3a18df27-1b08-4798-8b91-c8a89f08b243
Мельник Юрій Володимирович,Юрій,Володимирович,Мельник,2018,Головне управління ДФС у Луганській області,Заступник начальника управління - начальник відділу адміністрування податків і зборів з фізичних осіб,https://declarations.com.ua/declaration/nacp_cf4d51e4-0568-4345-93fd-76785a4b0268
Мельник Юрій Володимирович,Юрій,Володимирович,Мельник,2018,Рубіжанська ОДПІ ГУ ДФС у Луганській області,заступник начальника,https://declarations.com.ua/declaration/nacp_1b1ab1a7-5108-4181-a436-7a3deb7fe0d3
Мельник Юрій Володимирович,Юрій,Володимирович,Мельник,2018,ГУ ДФС в Івано-Франківській області,головний державний інспектор,https://declarations.com.ua/declaration/nacp_74a3ddef-a035-4bb4-b06f-d10ed5a68217
Мельник Юрій Володимирович,Юрій,Володимирович,Мельник,2018,Гніванська міська рада Тиврівського району Вінницької області,Староста сіл Демидівки та Могилівки,https://declarations.com.ua/declaration/nacp_405512ea-c7c7-46ff-9b84-f9ba1143449b
Мельник Юрій Володимирович,Юрій,Володимирович,Мельник,2019,Головне управління ДПС у Сумській Області ,Заступник начальника Головного управління ДПС у Сумській Області ,https://declarations.com.ua/declaration/nacp_557a7393-1e7c-4f1b-98a0-b71f52dc32b0
Мельник Юрій Володимирович,Юрій,Володимирович,Мельник,2018,Одеський окружний адміністратиний суд,секретар судового засідання ,https://declarations.com.ua/declaration/nacp_58955e0b-2967-4ffd-9a8a-bf78fef119ae
Мельник Юрій Володимирович,Юрій,Володимирович,Мельник,2018,Одеський окружний адміністратиний суд,секретар судового засідання ,https://declarations.com.ua/declaration/nacp_503a79a6-ee4b-4f9e-abcb-e43e260c683d
Мельник Юрій Володимирович,Юрій,Володимирович,Мельник,2018,Міністерство енергетики та вугільної промисловості України,державний експерт експертної групи нормопроектування та юридичного супроводу Директорату енергетичних ринків ,https://declarations.com.ua/declaration/nacp_54c1a0fb-3f39-4667-ad58-dc69a9a732e5
